TP (%),RPM,Lambda (AFR)
3.577,5031.53,10.62
3.602,5029.09,10.58
3.623,5026.89,10.54
3.646,5024.49,10.5
3.667,5022.31,10.46
3.69,5019.93,10.42
3.71,5017.78,10.38
3.732,5015.45,10.34
3.752,5013.36,10.31
3.773,5011.08,10.27
3.791,5009.05,10.24
3.811,5006.84,10.2
3.828,5004.88,10.17
3.848,5002.75,10.14
3.866,5000.7,10.11
3.883,4998.66,10.08
3.9,4996.69,10.05
3.917,4994.72,10.02
3.933,4992.83,9.99
3.948,4991.11,9.97
3.961,4989.48,9.94
3.975,4987.86,9.92
3.988,4986.33,9.9
4.001,4984.81,9.88
4.015,4983.2,9.86
4.028,4981.65,9.84
4.04,4980.29,9.83
4.053,4978.83,9.81
4.065,4977.55,9.8
4.077,4976.33,9.79
4.088,4975.13,9.78
4.101,4973.87,9.77
4.112,4972.75,9.76
4.125,4971.57,9.75
4.136,4970.52,9.74
4.149,4969.42,9.74
4.16,4968.43,9.73
4.173,4967.39,9.73
4.184,4966.44,9.73
4.197,4965.44,9.73
4.209,4964.53,9.73
4.222,4963.56,9.73
4.235,4962.69,9.73
4.248,4961.77,9.73
4.261,4960.94,9.74
4.275,4960.07,9.74
4.289,4959.29,9.74
4.303,4958.46,9.75
4.317,4957.73,9.75
4.332,4956.94,9.75
4.346,4956.24,9.76
4.361,4955.49,9.76
4.376,4954.81,9.77
4.391,4954.09,9.77
4.407,4953.44,9.78
4.423,4952.75,9.78
4.439,4952.13,9.79
4.457,4951.47,9.8
4.473,4950.88,9.8
4.491,4950.25,9.81
4.509,4949.68,9.82
4.527,4949.08,9.83
4.545,4948.54,9.83
4.565,4947.96,9.84
4.584,4947.44,9.85
4.605,4946.88,9.86
4.625,4946.39,9.87
4.647,4945.86,9.88
4.668,4945.39,9.89
4.689,4944.94,9.89
4.711,4944.5,9.9
4.734,4944.07,9.91
4.757,4943.65,9.92
4.781,4943.24,9.93
4.806,4942.8,9.94
4.831,4942.4,9.95
4.859,4941.97,9.97
4.885,4941.58,9.98
4.914,4941.15,9.99
4.942,4940.77,10
4.972,4940.35,10.01
5.001,4939.98,10.02
5.033,4939.57,10.03
5.064,4939.21,10.05
5.097,4938.81,10.06
5.128,4938.48,10.07
5.163,4938.09,10.08
5.196,4937.78,10.1
5.232,4937.43,10.11
5.267,4937.14,10.12
5.304,4936.82,10.14
5.34,4936.57,10.15
5.38,4936.31,10.16
5.417,4936.12,10.18
5.455,4935.95,10.19
5.494,4935.83,10.2
5.533,4935.73,10.22
5.573,4935.68,10.23
5.613,4935.64,10.25
5.657,4935.64,10.26
5.699,4935.67,10.28
5.745,4935.75,10.29
5.787,4935.87,10.31
5.835,4936.05,10.32
5.879,4936.26,10.34
5.927,4936.54,10.36
5.972,4936.85,10.37
6.022,4937.23,10.39
6.069,4937.62,10.4
6.12,4938.08,10.42
6.168,4938.55,10.43
6.221,4939.09,10.45
6.27,4939.62,10.47
6.325,4940.24,10.48
6.376,4940.83,10.5
6.432,4941.51,10.51
6.486,4942.17,10.53
6.539,4942.87,10.54
6.594,4943.58,10.56
6.649,4944.33,10.57
6.705,4945.09,10.58
6.761,4945.88,10.6
6.823,4946.72,10.61
6.881,4947.56,10.63
6.944,4948.45,10.64
7.004,4949.33,10.65
7.069,4950.27,10.67
7.13,4951.2,10.68
7.196,4952.19,10.7
7.259,4953.16,10.71
7.327,4954.2,10.72
7.391,4955.2,10.74
7.46,4956.27,10.75
7.525,4957.3,10.76
7.595,4958.42,10.77
7.661,4959.47,10.79
7.732,4960.62,10.8
7.799,4961.72,10.81
7.872,4962.91,10.82
7.939,4964.03,10.84
8.013,4965.27,10.85
8.081,4966.43,10.86
8.155,4967.71,10.87
8.222,4968.9,10.88
8.296,4970.22,10.89
8.363,4971.44,10.9
8.436,4972.78,10.91
8.503,4974.04,10.92
8.576,4975.44,10.93
8.643,4976.74,10.94
8.715,4978.16,10.95
8.781,4979.5,10.96
8.852,4980.96,10.97
8.917,4982.33,10.98
8.987,4983.84,10.99
9.05,4985.25,11
9.119,4986.77,11.01
9.18,4988.19,11.01
9.246,4989.73,11.02
9.306,4991.16,11.03
9.37,4992.72,11.04
9.428,4994.18,11.05
9.49,4995.77,11.06
9.546,4997.24,11.06
9.607,4998.85,11.07
9.661,5000.35,11.08
9.719,5001.98,11.09
9.771,5003.49,11.1
9.825,5005.15,11.1
9.874,5006.7,11.11
9.926,5008.38,11.12
9.971,5009.97,11.12
10.02,5011.69,11.13
10.064,5013.32,11.14
10.111,5015.08,11.15
10.152,5016.76,11.15
10.195,5018.59,11.16
10.233,5020.32,11.16
10.273,5022.21,11.17
10.311,5024.11,11.18
10.348,5026.04,11.18
10.384,5027.98,11.19
10.417,5029.95,11.19
10.449,5031.95,11.2
10.477,5033.84,11.2
10.506,5035.9,11.21
10.531,5037.83,11.21
10.558,5039.93,11.22
10.58,5041.91,11.22
10.604,5044.06,11.23
10.624,5046.07,11.23
10.645,5048.24,11.23
10.665,5050.42,11.24
10.684,5052.6,11.24
10.702,5054.8,11.24
10.719,5057.01,11.25
10.734,5059.23,11.25
10.748,5061.3,11.25
10.762,5063.54,11.26
10.774,5065.64,11.26
10.787,5067.9,11.26
10.797,5070,11.26
10.809,5072.28,11.26
10.819,5074.55,11.27
10.83,5076.81,11.27
10.84,5079.09,11.27
10.85,5081.34,11.27
10.859,5083.59,11.27
10.868,5085.68,11.27
10.878,5087.95,11.27
10.887,5090.02,11.27
10.897,5092.29,11.27
10.906,5094.38,11.28
10.916,5096.64,11.28
10.927,5098.9,11.28
10.938,5101.14,11.28
10.949,5103.37,11.28
10.961,5105.59,11.28
10.973,5107.79,11.28
10.985,5109.81,11.28
10.998,5112.01,11.28
11.012,5114.22,11.27
11.027,5116.42,11.27
11.042,5118.62,11.27
11.058,5120.83,11.27
11.075,5123.05,11.27
11.091,5125.09,11.27
11.11,5127.3,11.27
11.128,5129.51,11.27
11.149,5131.72,11.27
11.169,5133.93,11.27
11.191,5136.15,11.27
11.213,5138.38,11.27
11.236,5140.61,11.27
11.261,5142.85,11.27
11.286,5145.09,11.27
11.312,5147.35,11.27
11.34,5149.61,11.26
11.367,5151.85,11.26
11.396,5154.1,11.26
11.426,5156.34,11.26
11.457,5158.56,11.26
11.488,5160.79,11.26
11.52,5162.87,11.26
11.553,5165.11,11.26
11.588,5167.36,11.26
11.624,5169.62,11.26
11.661,5171.89,11.26
11.699,5174.17,11.26
11.738,5176.46,11.26
11.778,5178.76,11.26
11.82,5181.07,11.25
11.862,5183.37,11.25
11.905,5185.69,11.25
11.95,5188.02,11.25
11.996,5190.36,11.25
12.043,5192.71,11.25
12.092,5195.08,11.25
12.145,5197.63,11.25
12.195,5200.03,11.25
12.247,5202.45,11.25
12.3,5204.88,11.25
12.353,5207.3,11.25
12.408,5209.73,11.25
12.463,5212.16,11.25
12.519,5214.6,11.25
12.576,5217.06,11.25
12.634,5219.55,11.25
12.693,5222.03,11.25
12.754,5224.53,11.25
12.815,5227.03,11.25
12.881,5229.73,11.25
12.943,5232.24,11.25
13.006,5234.74,11.25
13.074,5237.44,11.25
13.138,5239.93,11.25
13.203,5242.42,11.26
13.269,5244.92,11.26
13.335,5247.43,11.26
13.403,5249.93,11.26
13.471,5252.46,11.26
13.539,5254.97,11.26
13.613,5257.7,11.26
13.682,5260.23,11.26
13.751,5262.75,11.26
13.825,5265.45,11.27
13.894,5267.97,11.27
13.964,5270.49,11.27
14.039,5273.2,11.27
14.109,5275.74,11.27
14.179,5278.29,11.27
14.249,5280.85,11.27
14.319,5283.41,11.27
14.389,5286,11.27
14.459,5288.6,11.28
14.528,5291.22,11.28
14.602,5294.02,11.28
14.67,5296.65,11.28
14.737,5299.27,11.28
14.81,5302.11,11.28
14.877,5304.77,11.28
14.943,5307.47,11.29
15.014,5310.38,11.29
15.079,5313.11,11.29
15.143,5315.88,11.29
15.212,5318.86,11.29
15.279,5321.85,11.29
15.341,5324.65,11.29
15.406,5327.68,11.3
15.466,5330.52,11.3
15.524,5333.36,11.3
15.582,5336.23,11.3
15.644,5339.32,11.3
15.699,5342.22,11.31
15.758,5345.34,11.31
15.816,5348.48,11.31
15.868,5351.44,11.31
15.919,5354.41,11.31
15.973,5357.61,11.32
16.02,5360.6,11.32
16.067,5363.6,11.32
16.116,5366.84,11.32
16.16,5369.88,11.32
16.203,5372.95,11.33
16.25,5376.26,11.33
16.294,5379.62,11.33
16.333,5382.76,11.33
16.374,5386.16,11.33
16.414,5389.58,11.34
16.448,5392.78,11.34
16.481,5395.98,11.34
16.516,5399.44,11.34
16.549,5402.91,11.35
16.578,5406.16,11.35
16.609,5409.68,11.35
16.638,5413.24,11.35
16.662,5416.57,11.35
16.686,5419.91,11.36
16.711,5423.54,11.36
16.735,5427.19,11.36
16.755,5430.61,11.37
16.776,5434.29,11.37
16.796,5437.98,11.37
16.815,5441.68,11.37
16.83,5445.15,11.38
16.847,5448.91,11.38
16.862,5452.69,11.38
16.877,5456.49,11.39
16.89,5460.05,11.39
16.903,5463.88,11.4
16.915,5467.72,11.4
16.926,5471.54,11.4
16.936,5475.1,11.41
16.945,5478.94,11.41
16.955,5482.78,11.42
16.963,5486.64,11.42
16.97,5490.26,11.42
16.978,5494.16,11.43
16.985,5498.05,11.43
16.991,5501.95,11.44
16.997,5505.59,11.44
17.002,5509.5,11.45
17.007,5513.41,11.45
17.012,5517.32,11.45
17.016,5521.22,11.46
17.02,5525.13,11.46
17.023,5529.06,11.47
17.027,5533,11.47
17.03,5536.94,11.47
17.033,5540.62,11.48
17.035,5544.57,11.48
17.038,5548.53,11.49
17.04,5552.5,11.49
17.043,5556.46,11.49
17.045,5560.43,11.5
17.047,5564.4,11.5
17.049,5568.36,11.51
17.051,5572.35,11.51
17.053,5576.36,11.51
17.055,5580.37,11.52
17.058,5584.39,11.52
17.06,5588.41,11.53
17.062,5592.43,11.53
17.064,5596.43,11.53
17.067,5600.45,11.54
17.069,5604.45,11.54
17.071,5608.47,11.55
17.074,5612.5,11.55
17.076,5616.54,11.55
17.079,5620.85,11.56
17.082,5624.89,11.56
17.084,5628.92,11.57
17.087,5632.94,11.57
17.09,5636.97,11.58
17.093,5640.97,11.58
17.096,5645.26,11.58
17.099,5649.28,11.59
17.101,5653.29,11.59
17.104,5657.3,11.6
17.107,5661.33,11.6
17.11,5665.35,11.6
17.113,5669.63,11.61
17.116,5673.92,11.61
17.119,5677.93,11.62
17.121,5681.93,11.62
17.124,5685.9,11.63
17.126,5689.88,11.63
17.129,5693.83,11.63
17.132,5698.06,11.64
17.135,5702.3,11.64
17.137,5706.27,11.64
17.14,5710.23,11.65
17.142,5714.19,11.65
17.145,5718.15,11.65
17.148,5722.08,11.66
17.15,5726.29,11.66
17.153,5730.49,11.67
17.156,5734.7,11.67
17.158,5738.9,11.67
17.16,5742.84,11.68
17.163,5746.79,11.68
17.165,5750.74,11.68
17.167,5754.67,11.69
17.169,5758.61,11.69
17.17,5762.82,11.7
17.172,5767,11.7
17.174,5771.16,11.7
17.175,5775.33,11.71
17.176,5779.48,11.71
17.177,5783.33,11.71
17.178,5787.2,11.72
17.179,5791.06,11.72
17.18,5794.9,11.72
17.181,5802.85,11.73
17.182,5806.94,11.74
17.183,5815.07,11.74
3.827,6179.55,11.58
3.842,6179.71,11.55
3.87,6179.78,11.53
3.909,6179.73,11.51
3.957,6179.55,11.48
4.013,6179.29,11.46
4.075,6178.95,11.43
4.143,6178.53,11.41
4.217,6178.01,11.38
4.299,6177.41,11.35
4.385,6176.73,11.33
4.474,6175.98,11.3
4.566,6175.15,11.27
4.659,6174.28,11.24
4.747,6173.38,11.22
4.837,6172.45,11.19
4.928,6171.47,11.16
5.019,6170.47,11.14
5.111,6169.43,11.11
5.21,6168.3,11.08
5.309,6167.16,11.05
5.409,6166,11.03
5.509,6164.85,11
5.608,6163.71,10.97
5.701,6162.67,10.94
5.793,6161.64,10.91
5.885,6160.65,10.88
5.976,6159.69,10.85
6.067,6158.76,10.83
6.164,6157.79,10.79
6.259,6156.88,10.77
6.353,6156.02,10.74
6.446,6155.19,10.71
6.537,6154.42,10.68
6.621,6153.76,10.66
6.703,6153.12,10.63
6.785,6152.52,10.61
6.864,6151.97,10.59
6.943,6151.46,10.57
7.02,6150.99,10.55
7.094,6150.59,10.53
7.173,6150.18,10.52
7.25,6149.83,10.5
7.325,6149.52,10.49
7.398,6149.26,10.48
7.47,6149.02,10.47
7.536,6148.88,10.47
7.6,6148.78,10.47
7.663,6148.72,10.47
7.725,6148.74,10.47
7.785,6148.81,10.47
7.843,6148.93,10.48
7.901,6149.1,10.49
7.961,6149.3,10.5
8.02,6149.54,10.51
8.077,6149.84,10.53
8.133,6150.19,10.54
8.188,6150.6,10.56
8.237,6151.08,10.58
8.284,6151.61,10.6
8.33,6152.18,10.61
8.375,6152.79,10.63
8.419,6153.46,10.65
8.461,6154.14,10.67
8.506,6154.9,10.69
8.55,6155.71,10.7
8.592,6156.57,10.72
8.632,6157.5,10.74
8.671,6158.47,10.75
8.706,6159.43,10.77
8.74,6160.41,10.78
8.773,6161.42,10.79
8.805,6162.44,10.8
8.836,6163.49,10.81
8.866,6164.56,10.82
8.897,6165.73,10.83
8.927,6166.91,10.84
8.955,6168.12,10.85
8.983,6169.36,10.86
9.009,6170.6,10.86
9.033,6171.78,10.87
9.056,6172.97,10.88
9.078,6174.16,10.88
9.099,6175.35,10.88
9.119,6176.54,10.89
9.14,6177.82,10.89
9.16,6179.09,10.89
9.18,6180.36,10.9
9.199,6181.63,10.9
9.217,6182.89,10.9
9.234,6184.07,10.9
9.25,6185.24,10.9
9.266,6186.41,10.91
9.281,6187.57,10.91
9.297,6188.81,10.91
9.313,6190.05,10.91
9.329,6191.3,10.92
9.345,6192.55,10.92
9.36,6193.82,10.92
9.375,6195.01,10.92
9.39,6196.21,10.92
9.405,6197.42,10.93
9.419,6198.63,10.93
9.435,6199.94,10.93
9.451,6201.25,10.94
9.467,6202.57,10.94
9.484,6203.9,10.94
9.5,6205.24,10.95
9.516,6206.5,10.95
9.532,6207.77,10.95
9.547,6209.03,10.96
9.563,6210.28,10.96
9.58,6211.61,10.96
9.597,6212.94,10.97
9.614,6214.25,10.97
9.63,6215.57,10.97
9.647,6216.89,10.98
9.663,6218.12,10.98
9.679,6219.36,10.98
9.694,6220.6,10.99
9.711,6221.91,10.99
9.727,6223.22,10.99
9.743,6224.53,11
9.76,6225.84,11
9.776,6227.16,11
9.79,6228.39,11.01
9.805,6229.64,11.01
9.819,6230.89,11.01
9.835,6232.23,11.02
9.85,6233.57,11.02
9.865,6234.92,11.02
9.879,6236.28,11.03
9.894,6237.63,11.03
9.907,6238.91,11.03
9.92,6240.19,11.04
9.934,6241.56,11.04
9.948,6242.94,11.04
9.961,6244.33,11.05
9.975,6245.73,11.05
9.988,6247.12,11.05
10,6248.43,11.06
10.012,6249.74,11.06
10.024,6251.15,11.06
10.036,6252.56,11.07
10.048,6253.98,11.07
10.06,6255.41,11.07
10.071,6256.84,11.08
10.081,6258.19,11.08
10.091,6259.54,11.08
10.101,6260.98,11.08
10.111,6262.42,11.08
10.121,6263.86,11.09
10.13,6265.31,11.09
10.139,6266.75,11.09
10.146,6268.12,11.09
10.154,6269.5,11.09
10.161,6270.97,11.1
10.169,6272.45,11.1
10.176,6273.93,11.1
10.182,6275.41,11.1
10.188,6276.89,11.1
10.193,6278.28,11.1
10.198,6279.76,11.1
10.203,6281.25,11.1
10.208,6282.75,11.1
10.212,6284.25,11.1
10.216,6285.76,11.1
10.219,6287.19,11.1
10.222,6288.71,11.1
10.225,6290.24,11.1
10.228,6291.78,11.1
10.23,6293.31,11.1
10.233,6294.86,11.1
10.235,6296.32,11.1
10.236,6297.78,11.1
10.238,6299.33,11.1
10.24,6300.89,11.1
10.242,6302.45,11.1
10.244,6304.01,11.1
10.245,6305.57,11.1
10.247,6307.03,11.1
10.248,6308.59,11.1
10.25,6310.15,11.1
10.251,6311.71,11.1
10.252,6313.28,11.1
10.254,6314.85,11.1
10.255,6316.31,11.1
10.256,6317.88,11.1
10.257,6319.43,11.1
10.258,6320.99,11.1
10.259,6322.53,11.1
10.26,6324.07,11.1
10.261,6325.6,11.1
10.262,6328.67,11.1
10.263,6331.72,11.1
10.264,6336.17,11.1
10.265,6368.46,11.1
10.266,6371.19,11.1
10.267,6374,11.1
10.268,6376.8,11.1
10.269,6379.68,11.1
10.27,6383.9,11.1
10.249,6475.05,11.1
10.25,6476.62,11.1
10.251,6479.61,11.1
10.253,6481.11,11.1
10.254,6482.71,11.1
10.255,6484.21,11.1
10.257,6485.71,11.1
10.259,6487.29,11.1
10.262,6488.87,11.1
10.265,6490.35,11.1
10.267,6491.83,11.1
10.271,6493.4,11.1
10.274,6494.88,11.1
10.278,6496.36,11.1
10.282,6497.84,11.1
10.287,6499.4,11.1
10.292,6500.86,11.1
10.297,6502.32,11.1
10.302,6503.78,11.1
10.308,6505.32,11.1
10.315,6506.78,11.1
10.321,6508.24,11.1
10.328,6509.71,11.1
10.336,6511.26,11.1
10.343,6512.72,11.1
10.351,6514.18,11.1
10.36,6515.72,11.1
10.369,6517.26,11.1
10.378,6518.71,11.1
10.387,6520.15,11.1
10.397,6521.69,11.1
10.407,6523.13,11.1
10.418,6524.57,11.1
10.429,6526.1,11.1
10.44,6527.62,11.1
10.451,6529.05,11.1
10.462,6530.48,11.1
10.474,6532,11.1
10.486,6533.43,11.1
10.498,6534.87,11.11
10.51,6536.32,11.11
10.523,6537.86,11.11
10.535,6539.32,11.11
10.548,6540.79,11.11
10.561,6542.35,11.11
10.574,6543.92,11.11
10.587,6545.41,11.11
10.6,6547,11.11
10.614,6548.59,11.11
10.626,6550.1,11.11
10.639,6551.59,11.11
10.652,6553.18,11.11
10.664,6554.66,11.11
10.676,6556.13,11.11
10.688,6557.69,11.11
10.701,6559.24,11.12
10.712,6560.71,11.12
10.724,6562.17,11.12
10.735,6563.73,11.12
10.746,6565.2,11.12
10.756,6566.67,11.12
10.767,6568.24,11.12
10.778,6569.81,11.12
10.787,6571.29,11.12
10.797,6572.88,11.12
10.806,6574.46,11.12
10.815,6575.97,11.12
10.823,6577.48,11.12
10.832,6579.08,11.12
10.839,6580.61,11.13
10.847,6582.22,11.13
10.854,6583.84,11.13
10.861,6585.46,11.13
10.867,6586.98,11.13
10.873,6588.6,11.13
10.879,6590.14,11.13
10.884,6591.69,11.13
10.889,6593.33,11.13
10.894,6594.97,11.13
10.898,6596.51,11.13
10.902,6598.16,11.13
10.905,6599.79,11.13
10.908,6601.34,11.13
10.911,6602.99,11.13
10.914,6604.65,11.13
10.916,6606.21,11.13
10.918,6607.78,11.13
10.92,6609.45,11.13
10.922,6611.02,11.13
10.923,6612.7,11.13
10.924,6614.38,11.13
10.926,6616.06,11.13
10.927,6619.37,11.13
10.928,6620.99,11.13
10.929,6622.61,11.13
10.93,6626.08,11.13
10.931,6629.43,11.12
10.932,6632.8,11.12
10.933,6636.26,11.12
10.934,6639.59,11.12
10.935,6642.99,11.12
10.936,6644.67,11.12
10.937,6646.34,11.12
10.938,6649.58,11.12
10.939,6651.15,11.12
10.94,6652.71,11.12
10.941,6654.35,11.12
10.942,6656,11.12
10.943,6657.63,11.12
10.944,6659.26,11.12
10.945,6660.89,11.13
10.946,6662.53,11.13
2.265,6742.28,11.86
2.269,6741.3,11.86
2.279,6740.28,11.86
2.292,6739.21,11.85
2.309,6738.12,11.84
2.33,6736.99,11.83
2.357,6735.82,11.82
2.388,6734.63,11.8
2.424,6733.47,11.79
2.465,6732.21,11.77
2.514,6730.93,11.75
2.57,6729.62,11.72
2.63,6728.29,11.7
2.698,6726.94,11.67
2.773,6725.57,11.64
2.852,6724.18,11.61
2.937,6722.85,11.58
3.03,6721.43,11.55
3.126,6719.99,11.51
3.23,6718.53,11.48
3.339,6717.08,11.44
3.448,6715.63,11.4
3.562,6714.18,11.36
3.678,6712.73,11.32
3.787,6711.37,11.29
3.903,6709.93,11.25
4.017,6708.49,11.21
4.129,6707.04,11.17
4.239,6705.6,11.13
4.346,6704.15,11.09
4.448,6702.71,11.06
4.545,6701.27,11.02
4.631,6699.91,10.99
4.718,6698.46,10.95
4.799,6697.02,10.92
4.867,6695.66,10.89
4.938,6694.2,10.86
5,6692.75,10.83
5.057,6691.3,10.8
5.11,6689.86,10.77
5.155,6688.41,10.75
5.195,6686.96,10.72
5.232,6685.52,10.7
5.257,6684.16,10.68
5.282,6682.72,10.67
5.307,6681.28,10.65
5.319,6679.92,10.64
5.333,6678.49,10.62
5.347,6677.07,10.61
5.355,6675.67,10.61
5.36,6674.26,10.6
5.366,6672.86,10.6
3.954,6608.9,10.7
3.969,6607.04,10.68
3.989,6605.09,10.66
4.016,6603.14,10.65
4.049,6601.3,10.63
4.088,6599.35,10.61
4.132,6597.42,10.59
4.178,6595.61,10.57
4.23,6593.7,10.56
4.285,6591.82,10.54
4.34,6590.08,10.52
4.399,6588.26,10.5
4.459,6586.46,10.48
4.517,6584.79,10.46
4.575,6583.15,10.45
4.636,6581.43,10.43
4.694,6579.84,10.41
4.751,6578.28,10.39
4.811,6576.66,10.37
4.87,6575.08,10.36
4.924,6573.62,10.34
4.981,6572.1,10.32
5.037,6570.62,10.3
5.088,6569.26,10.29
5.139,6567.92,10.27
5.191,6566.55,10.26
5.239,6565.29,10.24
5.285,6564.06,10.23
5.333,6562.8,10.22
5.379,6561.59,10.21
5.422,6560.5,10.2
5.463,6559.45,10.19
5.505,6558.37,10.18
5.544,6557.42,10.18
5.582,6556.49,10.18
5.619,6555.64,10.18
5.658,6554.75,10.18
5.694,6553.98,10.19
5.729,6553.28,10.19
5.766,6552.57,10.2
5.803,6551.88,10.21
5.837,6551.31,10.22
5.873,6550.76,10.23
5.91,6550.25,10.25
5.944,6549.83,10.26
5.978,6549.49,10.28
6.015,6549.18,10.3
6.049,6548.93,10.31
6.083,6548.74,10.33
6.12,6548.6,10.35
6.157,6548.49,10.37
6.192,6548.45,10.38
6.227,6548.47,10.4
6.265,6548.52,10.42
6.3,6548.61,10.43
6.335,6548.74,10.45
6.373,6548.91,10.46
6.411,6549.11,10.48
6.446,6549.34,10.49
6.482,6549.59,10.5
6.52,6549.87,10.51
6.555,6550.15,10.52
6.591,6550.46,10.53
6.63,6550.79,10.55
6.668,6551.14,10.56
6.704,6551.48,10.56
6.742,6551.85,10.57
6.78,6552.22,10.58
6.816,6552.57,10.59
6.852,6552.94,10.6
6.891,6553.32,10.6
6.928,6553.7,10.61
6.965,6554.08,10.62
7.002,6554.48,10.62
7.041,6554.9,10.63
7.079,6555.31,10.64
7.116,6555.74,10.64
7.156,6556.18,10.65
7.196,6556.64,10.66
7.235,6557.1,10.66
7.276,6557.58,10.67
7.317,6558.08,10.67
7.356,6558.59,10.68
7.398,6559.12,10.69
7.44,6559.68,10.69
7.48,6560.23,10.7
7.52,6560.79,10.7
7.563,6561.4,10.71
7.604,6562,10.72
7.645,6562.63,10.72
7.688,6563.3,10.73
7.732,6564.01,10.73
7.773,6564.7,10.74
7.814,6565.4,10.75
7.857,6566.17,10.75
7.898,6566.91,10.76
7.938,6567.66,10.76
7.981,6568.47,10.77
8.024,6569.31,10.78
8.064,6570.11,10.78
8.104,6570.93,10.79
8.145,6571.81,10.8
8.184,6572.65,10.8
8.223,6573.5,10.81
8.263,6574.42,10.82
8.304,6575.33,10.82
8.341,6576.21,10.83
8.38,6577.15,10.84
8.419,6578.09,10.85
8.455,6579,10.85
8.493,6579.97,10.86
8.531,6580.93,10.87
8.565,6581.85,10.88
8.599,6582.77,10.89
8.634,6583.75,10.89
8.667,6584.67,10.9
8.7,6585.6,10.91
8.734,6586.6,10.92
8.768,6587.6,10.93
8.798,6588.55,10.93
8.83,6589.57,10.94
8.861,6590.59,10.95
8.889,6591.56,10.96
8.919,6592.59,10.97
8.948,6593.61,10.97
8.974,6594.59,10.98
9,6595.57,10.99
9.027,6596.62,10.99
9.051,6597.6,11
9.074,6598.59,11.01
9.098,6599.64,11.01
9.12,6600.69,11.02
9.141,6601.67,11.03
9.162,6602.71,11.03
9.182,6603.75,11.04
9.2,6604.73,11.04
9.219,6605.77,11.05
9.237,6606.81,11.05
9.253,6607.79,11.06
9.269,6608.84,11.06
9.284,6609.88,11.07
9.297,6610.86,11.07
9.311,6611.9,11.08
9.324,6612.95,11.08
9.336,6613.94,11.09
9.348,6615,11.09
9.359,6616.07,11.09
9.369,6617.07,11.1
9.379,6618.14,11.1
9.388,6619.21,11.1
9.397,6620.22,11.11
9.405,6621.3,11.11
9.414,6622.38,11.11
9.421,6623.41,11.12
9.427,6624.44,11.12
9.434,6625.54,11.12
9.44,6626.57,11.12
9.446,6627.67,11.12
9.452,6628.75,11.13
9.457,6629.84,11.13
9.462,6630.86,11.13
9.467,6631.94,11.13
9.471,6632.96,11.13
9.475,6633.99,11.13
9.479,6635.06,11.13
9.482,6636.13,11.13
9.485,6637.2,11.13
9.488,6638.27,11.13
9.491,6639.34,11.13
9.493,6640.34,11.13
9.495,6641.41,11.13
9.497,6642.42,11.13
9.499,6643.43,11.13
9.5,6644.51,11.13
9.501,6645.6,11.13
9.503,6646.69,11.13
9.504,6647.78,11.13
9.505,6649.99,11.13
9.506,6651.1,11.13
9.507,6656.64,11.13
9.504,6698.61,11.13
9.505,6701.96,11.13
9.506,6705.39,11.13
9.507,6708.79,11.13
9.508,6712.29,11.13
9.509,6715.83,11.13
9.51,6719.33,11.12
9.511,6722.8,11.12
9.512,6727.45,11.12
8.512,6833.23,11.07
8.513,6837.26,11.06
8.514,6857.54,11.06
8.515,6860.11,11.06
8.516,6861.8,11.06
8.517,6863.5,11.06
8.518,6865.26,11.06
8.519,6867.9,11.06
8.513,6928.4,11.03
8.514,6930.33,11.03
8.515,6932.36,11.03
8.516,6933.42,11.03
8.517,6934.43,11.03
8.518,6936.53,11.03
8.52,6937.61,11.03
8.521,6938.63,11.02
8.522,6939.72,11.02
8.524,6940.74,11.02
8.525,6941.83,11.02
8.527,6942.84,11.02
8.529,6943.92,11.02
8.531,6944.92,11.02
8.533,6945.97,11.02
8.535,6946.95,11.02
8.538,6947.98,11.02
8.541,6948.93,11.02
8.544,6949.94,11.02
8.547,6950.87,11.02
8.551,6951.85,11.02
8.555,6952.76,11.02
8.559,6953.7,11.02
8.564,6954.57,11.02
8.57,6955.49,11.02
8.576,6956.33,11.02
8.582,6957.21,11.02
8.59,6958.03,11.02
8.598,6958.89,11.02
8.608,6959.7,11.02
8.618,6960.54,11.02
8.63,6961.33,11.02
8.643,6962.17,11.02
8.657,6962.96,11.02
8.673,6963.81,11.02
8.69,6964.61,11.02
8.709,6965.48,11.02
8.729,6966.3,11.02
8.752,6967.19,11.02
8.775,6968.03,11.02
8.801,6968.94,11.02
8.827,6969.8,11.02
8.857,6970.73,11.02
8.887,6971.62,11.02
8.921,6972.57,11.02
8.954,6973.49,11.02
8.992,6974.46,11.02
9.029,6975.4,11.02
9.071,6976.4,11.02
9.112,6977.35,11.02
9.157,6978.36,11.02
9.202,6979.32,11.02
9.25,6980.33,11.02
9.299,6981.28,11.02
9.351,6982.29,11.02
9.403,6983.24,11.02
9.459,6984.23,11.02
9.514,6985.16,11.02
9.571,6986.13,11.02
9.629,6987.05,11.02
9.689,6988.02,11.02
9.749,6988.94,11.02
9.812,6989.9,11.02
9.874,6990.82,11.02
9.939,6991.78,11.02
10.003,6992.69,11.03
10.07,6993.65,11.03
10.135,6994.57,11.03
10.205,6995.54,11.03
10.271,6996.47,11.03
10.342,6997.47,11.03
10.41,6998.42,11.03
10.483,6999.44,11.03
10.551,7000.4,11.03
10.624,7001.43,11.03
10.693,7002.4,11.03
10.767,7003.45,11.03
10.841,7004.5,11.03
10.914,7005.56,11.03
